id	sample_123	sample_62	sample_100	sample_91	sample_88	sample_103	sample_65	sample_1	sample_108	sample_47	sample_90	sample_98	sample_58	sample_30	sample_37	sample_94	sample_34	sample_53	sample_76	sample_31	sample_56	sample_106	sample_55	sample_29	sample_60	sample_54	sample_33	sample_14	sample_121	sample_28	sample_86	sample_16	sample_25	sample_87	sample_127	sample_129	sample_119	sample_128	sample_63	sample_46	sample_109	sample_49	sample_82	sample_101	sample_23	sample_8	sample_93	sample_3	sample_59	sample_73	sample_107	sample_70	sample_36	sample_27	sample_38	sample_12	sample_39	sample_24	sample_20	sample_44	sample_78	sample_105	sample_81	sample_113	sample_84	sample_80	sample_13	sample_130	sample_18	sample_77	sample_19	sample_125	sample_99	sample_41	sample_124	sample_43	sample_4	sample_85	sample_64	sample_75	sample_45	sample_15	sample_120	sample_102	sample_95	sample_114	sample_48	sample_89	sample_66	sample_118	sample_68	sample_71	sample_92	sample_72	sample_67	sample_126	sample_42	sample_61	sample_26	sample_104	sample_52	sample_40	sample_79	taxonomy
OTU_389	0	0	11	5	0	0	73	23	0	0	1	16	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	3	2	2	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	6	0	0	0	0	1	4	0	0	239	0	6	0	7	0	0	0	0	0	7	0	41	0	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
OTU_398	0	0	0	0	0	9	0	0	0	5	20	0	0	0	0	14	138	0	7	0	0	0	2	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	3	0	0	39	0	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	22	0	1	2	0	0	12	0	20	0	36	0	0	0	0	0	0	0	0	0	34	0	0	0	26	0	9	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
OTU_432	17	0	0	0	0	2	0	0	10	4	8	0	27	0	0	0	0	6	8	0	9	7	5	10	8	0	0	0	18	5	2	0	4	22	12	0	16	14	0	4	5	7	0	13	4	15	0	17	0	0	4	0	35	9	0	15	23	6	0	0	0	13	15	0	10	7	0	0	0	23	0	15	4	0	10	21	0	0	0	0	10	0	0	0	0	8	3	0	0	0	4	0	0	4	1	3	0	7	0	6	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium XlVa
OTU_467	0	4	0	13	0	0	0	0	1	1	0	24	0	0	0	0	32	1	0	0	0	0	1	0	0	0	0	0	4	1	2	4	2	0	4	4	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	2	1	3	0	0	0	0	0	3	2	2	0	2	0	6	0	0	10	18	15	5	0	0	7	0	1	0	0	0	0	1	0	0	0	29	2	16	0	0	8	1	0	2	0	0	0	0	15	0	1	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella
OTU_523	0	2	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	60	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
OTU_550	0	0	0	0	0	0	0	0	127	57	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella
OTU_560	0	0	0	0	0	0	0	64	12	0	0	0	0	0	0	73	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	316	1	0	0	0	16	0	0	0	0	0	0	3	17	0	0	0	21	0	28	17	0	39	0	71	0	11	0	0	1	1	0	0	0	138	138	0	0	65	0	59	2	0	127	0	36	7	0	0	0	1	0	0	0	0	58	0	0	0	0	0	22	0	0	94	184	8	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
OTU_562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
OTU_573	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	4	0	1	0	0	0	6	3	0	1	0	11	0	0	0	0	0	0	0	116	0	0	0	4	0	0	27	2	0	1	0	1	0	17	2	12	0	0	1	0	0	0	0	0	0	0	2	0	0	1	4	1	0	0	4	7	0	0	0	0	0	0	0	0	1	1	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
OTU_607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes
OTU_617	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia
OTU_619	0	0	0	30	0	0	0	0	0	86	0	0	29	0	0	0	0	4	0	0	59	0	21	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	105	44	0	20	279	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia
OTU_679	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
OTU_710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;
OTU_764	0	0	0	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	4	0	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
OTU_767	0	0	0	0	0	0	0	0	0	0	0	1	171	0	0	0	0	0	0	0	28	7	0	0	0	0	10	0	104	0	0	0	0	0	0	83	41	0	1	0	0	1	0	70	0	1	0	0	1	0	0	0	3	1	0	153	0	0	0	0	4	0	0	83	0	0	7	0	0	2	0	2	0	0	7	0	0	0	24	0	0	0	0	0	0	0	273	0	0	0	2	171	0	0	0	0	0	0	0	0	0	164	1	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;
OTU_827	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	38	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	64	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea
OTU_830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
OTU_833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
OTU_860	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	23	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	197	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;
OTU_867	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	56	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	18	0	0	0	2	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	2	0	0	7	0	0	0	17	0	0	0	0	74	11	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae Sedis;
OTU_882	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;
OTU_1005	4	5	4	2	11	0	10	2	1	0	1	17	13	0	0	2	9	0	0	7	17	1	0	0	1	0	6	0	28	0	5	0	4	6	3	0	59	4	22	0	3	0	0	14	0	2	0	57	0	0	2	5	2	0	0	17	3	0	0	22	22	0	2	10	0	3	1	9	0	27	0	0	2	6	7	1	2	3	0	3	1	0	9	0	0	0	48	7	0	0	41	22	2	14	0	0	0	0	0	5	16	25	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_1027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;
OTU_1063	0	0	0	0	0	2	0	0	0	10	28	0	0	0	0	2	71	2	12	14	4	0	1	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	1	0	137	1	24	0	3	0	38	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	14	0	2	123	0	0	58	0	132	0	2	0	0	0	0	1	0	0	0	1	24	0	83	0	6	0	9	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae Sedis;
OTU_1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;
OTU_1087	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
OTU_1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;
OTU_1147	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
OTU_1156	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	3	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Sarcina
OTU_1255	0	1	0	1	0	103	0	0	0	536	1	0	0	0	1	0	0	0	1	0	1	183	67	0	0	68	1	93	1	2	0	0	0	2	0	0	0	0	0	1078	0	0	0	0	0	0	1	0	79	0	2	0	0	0	0	0	616	0	1	0	0	0	0	957	1	0	0	795	0	0	0	1	0	2	2	0	2	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	2	23	1	2	0	0	2	3	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
OTU_1299	0	0	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	18	11	0	0	6	0	3	0	15	5	3	3	5	6	0	0	2	0	0	0	0	0	0	0	21	0	0	44	0	21	0	0	1	0	0	0	0	12	0	14	0	2	50	0	0	0	0	0	0	13	0	1	0	0	0	0	6	35	30	0	0	0	0	6	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
OTU_1367	0	0	0	0	0	1	0	0	0	5	19	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	4	0	91	0	0	0	0	0	0	0	0	0	0	0	31	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	33	0	0	0	0	8	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
OTU_1401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	77	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;
OTU_1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;
OTU_1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;
OTU_1476	0	1	0	3	0	0	2	2	1	0	0	0	0	0	0	0	7	0	4	4	0	0	2	0	2	0	1	0	0	0	0	0	0	33	0	3	2	0	1	0	4	1	0	14	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	2	0	0	0	1	0	0	0	0	1	20	0	1	0	0	0	0	0	0	0	0	0	0	4	0	11	0	0	0	0	0	11	0	1	0	0	1	0	0	0	0	0	19	3	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
OTU_1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	71	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
OTU_1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
OTU_1639	62	70	0	19	0	1	125	30	21	0	3	159	57	0	0	9	124	10	1	20	126	7	1	2	1	0	29	1	257	0	34	4	24	26	28	0	566	66	154	0	17	0	1	98	9	8	0	399	5	0	23	54	5	0	0	130	46	4	4	208	168	0	8	72	3	15	18	67	0	1	8	6	5	83	117	10	8	33	0	33	7	10	152	1	0	9	7	49	0	1	322	294	21	82	5	0	0	0	0	38	99	156	0	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
OTU_1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;
OTU_1747	0	2	6	0	0	2	0	1	4	0	1	2	3	0	0	0	0	1	0	0	0	3	1	0	0	1	1	0	0	1	5	0	0	5	0	0	0	4	0	0	0	0	1	2	0	0	0	0	7	0	0	2	0	1	0	0	1	0	0	0	1	0	1	2	1	1	1	1	0	0	4	1	0	0	3	0	0	1	0	3	0	5	0	0	0	1	0	0	33	0	0	3	0	2	6	0	0	2	0	0	0	0	0	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella
OTU_1762	21	22	0	9	3	0	39	3	6	0	1	48	31	0	1	2	40	4	2	12	55	1	0	1	0	0	14	0	97	1	22	1	9	6	10	1	176	20	69	0	5	0	2	31	3	5	0	161	4	2	6	20	2	0	0	44	10	0	2	74	62	0	0	16	0	7	5	33	0	8	3	5	2	25	45	2	0	19	0	7	5	5	54	2	0	3	35	15	0	0	136	112	8	35	4	0	0	0	0	7	45	79	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
OTU_1767	0	0	0	0	0	0	66	0	3	5	0	0	0	0	0	0	0	0	7	0	14	13	6	0	9	1	7	21	0	15	0	2	6	0	0	0	0	6	0	0	0	10	0	0	1	0	9	0	0	0	0	0	0	0	0	0	2	7	1	0	0	0	0	17	0	41	5	1	0	0	0	0	0	0	0	0	8	0	3	47	0	1	1	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
OTU_1768	0	2	0	11	1	0	0	1	0	0	0	20	0	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0	5	5	1	7	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	10	0	1	19	22	15	15	1	0	3	0	0	0	0	0	0	0	0	0	0	21	2	8	1	0	4	0	0	0	0	0	0	0	9	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
OTU_1811	0	0	1	0	5	4	0	0	1	67	206	780	0	1	1	26	0	370	0	0	0	112	623	37	64	92	46	138	41	161	0	21	2	30	0	0	0	1	0	1	0	140	0	1060	327	0	0	1	0	29	0	3	0	1	0	0	664	9	18	0	0	0	6	1	64	5	0	0	0	0	0	0	167	1	0	143	0	36	572	484	0	5	5	0	0	2977	0	0	0	0	0	0	0	37	105	0	51	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;
OTU_1892	0	0	0	0	0	1	0	0	0	21	52	240	2	0	0	12	0	126	0	0	0	30	199	16	12	35	12	25	12	61	1	3	0	6	0	0	0	2	0	1	0	41	0	277	95	0	0	0	0	5	0	1	2	0	0	0	242	4	1	0	0	0	0	2	22	0	0	0	0	0	0	0	33	0	0	43	0	0	206	169	0	1	0	0	0	23	0	0	0	0	0	0	0	0	8	0	22	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
OTU_2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella
OTU_2220	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;
OTU_2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	53	21	0	0	16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus
